Rule: {'pages'} -> {'www'}, confidence: 0.5714
Rule: {'date', 'http', 'title'} -> {'cite'}, confidence: 0.9866
Rule: {'http', 'title', 'cite'} -> {'date'}, confidence: 0.9304
Rule: {'references'} -> {'date', 'url', 'web'}, confidence: 0.7040
Rule: {'date'} -> {'references', 'url', 'web'}, confidence: 0.7521
Rule: {'url'} -> {'references', 'date', 'web'}, confidence: 0.7822
Rule: {'web'} -> {'references', 'date', 'url'}, confidence: 0.7928
Rule: {'references', 'date'} -> {'url', 'web'}, confidence: 0.8980
Rule: {'references', 'url'} -> {'date', 'web'}, confidence: 0.8670
Rule: {'references', 'web'} -> {'date', 'url'}, confidence: 0.9362
Rule: {'date', 'url'} -> {'references', 'web'}, confidence: 0.8713
Rule: {'date', 'web'} -> {'references', 'url'}, confidence: 0.9263
Rule: {'url', 'web'} -> {'references', 'date'}, confidence: 0.8544
Rule: {'references', 'date', 'url'} -> {'web'}, confidence: 0.9412
Rule: {'references', 'date', 'web'} -> {'url'}, confidence: 1.0000
Rule: {'references', 'url', 'web'} -> {'date'}, confidence: 0.9462
Rule: {'date', 'url', 'web'} -> {'references'}, confidence: 0.9263
Rule: {'date'} -> {'url', 'title', 'web'}, confidence: 0.7650
Rule: {'url'} -> {'date', 'title', 'web'}, confidence: 0.7956
Rule: {'title'} -> {'date', 'url', 'web'}, confidence: 0.7521
Rule: {'web'} -> {'date', 'url', 'title'}, confidence: 0.8063
Rule: {'date', 'url'} -> {'title', 'web'}, confidence: 0.8861
Rule: {'date', 'title'} -> {'url', 'web'}, confidence: 0.9133
Rule: {'date', 'web'} -> {'url', 'title'}, confidence: 0.9421
Rule: {'url', 'title'} -> {'date', 'web'}, confidence: 0.8565
Rule: {'url', 'web'} -> {'date', 'title'}, confidence: 0.8689
Rule: {'title', 'web'} -> {'date', 'url'}, confidence: 0.9227
Rule: {'date', 'url', 'title'} -> {'web'}, confidence: 0.9421
Rule: {'date', 'url', 'web'} -> {'title'}, confidence: 0.9421
Rule: {'date', 'title', 'web'} -> {'url'}, confidence: 1.0000
Rule: {'url', 'title', 'web'} -> {'date'}, confidence: 0.9323
Rule: {'date'} -> {'www', 'cite', 'https'}, confidence: 0.7265
Rule: {'cite'} -> {'date', 'www', 'https'}, confidence: 0.8057
Rule: {'https'} -> {'date', 'www', 'cite'}, confidence: 0.7727
Rule: {'www'} -> {'date', 'cite', 'https'}, confidence: 0.7763
Rule: {'date', 'cite'} -> {'www', 'https'}, confidence: 0.8947
Rule: {'date', 'https'} -> {'www', 'cite'}, confidence: 0.8629
Rule: {'date', 'www'} -> {'cite', 'https'}, confidence: 0.8947
Rule: {'cite', 'https'} -> {'date', 'www'}, confidence: 0.8718
Rule: {'www', 'cite'} -> {'date', 'https'}, confidence: 0.9043
Rule: {'www', 'https'} -> {'date', 'cite'}, confidence: 0.8586
Rule: {'date', 'cite', 'https'} -> {'www'}, confidence: 0.9392
Rule: {'date', 'www', 'cite'} -> {'https'}, confidence: 0.9770
Rule: {'date', 'www', 'https'} -> {'cite'}, confidence: 0.9290
Rule: {'www', 'cite', 'https'} -> {'date'}, confidence: 0.9392
Rule: {'date'} -> {'www', 'url', 'cite'}, confidence: 0.7436
Rule: {'cite'} -> {'date', 'www', 'url'}, confidence: 0.8246
Rule: {'www'} -> {'date', 'url', 'cite'}, confidence: 0.7945
Rule: {'url'} -> {'date', 'www', 'cite'}, confidence: 0.7733
Rule: {'date', 'cite'} -> {'www', 'url'}, confidence: 0.9158
Rule: {'date', 'www'} -> {'url', 'cite'}, confidence: 0.9158
Rule: {'date', 'url'} -> {'www', 'cite'}, confidence: 0.8614
Rule: {'www', 'cite'} -> {'date', 'url'}, confidence: 0.9255
Rule: {'url', 'cite'} -> {'date', 'www'}, confidence: 0.8406
Rule: {'www', 'url'} -> {'date', 'cite'}, confidence: 0.8744
Rule: {'date', 'www', 'cite'} -> {'url'}, confidence: 1.0000
Rule: {'date', 'url', 'cite'} -> {'www'}, confidence: 0.9255
Rule: {'date', 'www', 'url'} -> {'cite'}, confidence: 0.9405
Rule: {'www', 'url', 'cite'} -> {'date'}, confidence: 0.9305
Rule: {'date'} -> {'title', 'web', 'https'}, confidence: 0.7436
Rule: {'https'} -> {'date', 'title', 'web'}, confidence: 0.7909
Rule: {'title'} -> {'date', 'web', 'https'}, confidence: 0.7311
Rule: {'web'} -> {'date', 'title', 'https'}, confidence: 0.7838
Rule: {'date', 'https'} -> {'title', 'web'}, confidence: 0.8832
Rule: {'date', 'title'} -> {'web', 'https'}, confidence: 0.8878
Rule: {'date', 'web'} -> {'title', 'https'}, confidence: 0.9158
Rule: {'title', 'https'} -> {'date', 'web'}, confidence: 0.8788
Rule: {'web', 'https'} -> {'date', 'title'}, confidence: 0.8923
Rule: {'title', 'web'} -> {'date', 'https'}, confidence: 0.8969
Rule: {'date', 'title', 'https'} -> {'web'}, confidence: 0.9457
Rule: {'date', 'web', 'https'} -> {'title'}, confidence: 0.9405
Rule: {'date', 'title', 'web'} -> {'https'}, confidence: 0.9721
Rule: {'title', 'web', 'https'} -> {'date'}, confidence: 0.9560
Rule: {'references'} -> {'date', 'cite', 'web'}, confidence: 0.6800
Rule: {'date'} -> {'references', 'web', 'cite'}, confidence: 0.7265
Rule: {'cite'} -> {'references', 'date', 'web'}, confidence: 0.8057
Rule: {'web'} -> {'references', 'date', 'cite'}, confidence: 0.7658
Rule: {'references', 'date'} -> {'web', 'cite'}, confidence: 0.8673
Rule: {'references', 'cite'} -> {'date', 'web'}, confidence: 0.8586
Rule: {'references', 'web'} -> {'date', 'cite'}, confidence: 0.9043
Rule: {'date', 'cite'} -> {'references', 'web'}, confidence: 0.8947
Rule: {'date', 'web'} -> {'references', 'cite'}, confidence: 0.8947
Rule: {'web', 'cite'} -> {'references', 'date'}, confidence: 0.8901
Rule: {'references', 'date', 'cite'} -> {'web'}, confidence: 0.9392
Rule: {'references', 'date', 'web'} -> {'cite'}, confidence: 0.9659
Rule: {'references', 'web', 'cite'} -> {'date'}, confidence: 0.9444
Rule: {'date', 'cite', 'web'} -> {'references'}, confidence: 0.9551
Rule: {'references'} -> {'date', 'www', 'title'}, confidence: 0.6800
Rule: {'date'} -> {'references', 'www', 'title'}, confidence: 0.7265
Rule: {'www'} -> {'references', 'date', 'title'}, confidence: 0.7763
Rule: {'title'} -> {'references', 'date', 'www'}, confidence: 0.7143
Rule: {'references', 'date'} -> {'www', 'title'}, confidence: 0.8673
Rule: {'references', 'www'} -> {'date', 'title'}, confidence: 0.8763
Rule: {'references', 'title'} -> {'date', 'www'}, confidence: 0.8293
Rule: {'date', 'www'} -> {'references', 'title'}, confidence: 0.8947
Rule: {'date', 'title'} -> {'references', 'www'}, confidence: 0.8673
Rule: {'www', 'title'} -> {'references', 'date'}, confidence: 0.8718
Rule: {'references', 'date', 'www'} -> {'title'}, confidence: 0.9605
Rule: {'references', 'date', 'title'} -> {'www'}, confidence: 0.9189
Rule: {'references', 'www', 'title'} -> {'date'}, confidence: 0.9392
Rule: {'date', 'www', 'title'} -> {'references'}, confidence: 0.9605
Rule: {'references'} -> {'date', 'cite', 'https'}, confidence: 0.6960
Rule: {'date'} -> {'references', 'cite', 'https'}, confidence: 0.7436
Rule: {'cite'} -> {'references', 'date', 'https'}, confidence: 0.8246
Rule: {'https'} -> {'references', 'date', 'cite'}, confidence: 0.7909
Rule: {'references', 'date'} -> {'cite', 'https'}, confidence: 0.8878
Rule: {'references', 'cite'} -> {'date', 'https'}, confidence: 0.8788
Rule: {'references', 'https'} -> {'date', 'cite'}, confidence: 0.8700
Rule: {'date', 'cite'} -> {'references', 'https'}, confidence: 0.9158
Rule: {'date', 'https'} -> {'references', 'cite'}, confidence: 0.8832
Rule: {'cite', 'https'} -> {'references', 'date'}, confidence: 0.8923
Rule: {'references', 'date', 'cite'} -> {'https'}, confidence: 0.9613
Rule: {'references', 'date', 'https'} -> {'cite'}, confidence: 0.9457
Rule: {'references', 'cite', 'https'} -> {'date'}, confidence: 0.9457
Rule: {'date', 'cite', 'https'} -> {'references'}, confidence: 0.9613
Rule: {'date'} -> {'web', 'cite', 'https'}, confidence: 0.7393
Rule: {'cite'} -> {'date', 'web', 'https'}, confidence: 0.8199
Rule: {'https'} -> {'date', 'cite', 'web'}, confidence: 0.7864
Rule: {'web'} -> {'date', 'cite', 'https'}, confidence: 0.7793
Rule: {'date', 'cite'} -> {'web', 'https'}, confidence: 0.9105
Rule: {'date', 'https'} -> {'web', 'cite'}, confidence: 0.8782
Rule: {'date', 'web'} -> {'cite', 'https'}, confidence: 0.9105
Rule: {'cite', 'https'} -> {'date', 'web'}, confidence: 0.8872
Rule: {'web', 'cite'} -> {'date', 'https'}, confidence: 0.9058
Rule: {'web', 'https'} -> {'date', 'cite'}, confidence: 0.8872
Rule: {'date', 'cite', 'https'} -> {'web'}, confidence: 0.9558
Rule: {'date', 'cite', 'web'} -> {'https'}, confidence: 0.9719
Rule: {'date', 'web', 'https'} -> {'cite'}, confidence: 0.9351
Rule: {'web', 'cite', 'https'} -> {'date'}, confidence: 0.9558
Rule: {'date'} -> {'www', 'url', 'title'}, confidence: 0.7521
Rule: {'www'} -> {'date', 'url', 'title'}, confidence: 0.8037
Rule: {'url'} -> {'date', 'www', 'title'}, confidence: 0.7822
Rule: {'title'} -> {'date', 'www', 'url'}, confidence: 0.7395
Rule: {'date', 'www'} -> {'url', 'title'}, confidence: 0.9263
Rule: {'date', 'url'} -> {'www', 'title'}, confidence: 0.8713
Rule: {'date', 'title'} -> {'www', 'url'}, confidence: 0.8980
Rule: {'www', 'url'} -> {'date', 'title'}, confidence: 0.8844
Rule: {'www', 'title'} -> {'date', 'url'}, confidence: 0.9026
Rule: {'url', 'title'} -> {'date', 'www'}, confidence: 0.8421
Rule: {'date', 'www', 'url'} -> {'title'}, confidence: 0.9514
Rule: {'date', 'www', 'title'} -> {'url'}, confidence: 0.9944
Rule: {'date', 'url', 'title'} -> {'www'}, confidence: 0.9263
Rule: {'www', 'url', 'title'} -> {'date'}, confidence: 0.9312
Rule: {'date'} -> {'www', 'title', 'https'}, confidence: 0.7350
Rule: {'https'} -> {'date', 'www', 'title'}, confidence: 0.7818
Rule: {'www'} -> {'date', 'title', 'https'}, confidence: 0.7854
Rule: {'title'} -> {'date', 'www', 'https'}, confidence: 0.7227
Rule: {'date', 'https'} -> {'www', 'title'}, confidence: 0.8731
Rule: {'date', 'www'} -> {'title', 'https'}, confidence: 0.9053
Rule: {'date', 'title'} -> {'www', 'https'}, confidence: 0.8776
Rule: {'www', 'https'} -> {'date', 'title'}, confidence: 0.8687
Rule: {'title', 'https'} -> {'date', 'www'}, confidence: 0.8687
Rule: {'www', 'title'} -> {'date', 'https'}, confidence: 0.8821
Rule: {'date', 'www', 'https'} -> {'title'}, confidence: 0.9399
Rule: {'date', 'title', 'https'} -> {'www'}, confidence: 0.9348
Rule: {'date', 'www', 'title'} -> {'https'}, confidence: 0.9718
Rule: {'www', 'title', 'https'} -> {'date'}, confidence: 0.9399
Rule: {'date'} -> {'web', 'url', 'cite'}, confidence: 0.7607
Rule: {'cite'} -> {'date', 'url', 'web'}, confidence: 0.8436
Rule: {'url'} -> {'date', 'cite', 'web'}, confidence: 0.7911
Rule: {'web'} -> {'date', 'url', 'cite'}, confidence: 0.8018
Rule: {'date', 'cite'} -> {'url', 'web'}, confidence: 0.9368
Rule: {'date', 'url'} -> {'web', 'cite'}, confidence: 0.8812
Rule: {'date', 'web'} -> {'url', 'cite'}, confidence: 0.9368
Rule: {'url', 'cite'} -> {'date', 'web'}, confidence: 0.8599
Rule: {'web', 'cite'} -> {'date', 'url'}, confidence: 0.9319
Rule: {'url', 'web'} -> {'date', 'cite'}, confidence: 0.8641
Rule: {'date', 'url', 'cite'} -> {'web'}, confidence: 0.9468
Rule: {'date', 'cite', 'web'} -> {'url'}, confidence: 1.0000
Rule: {'date', 'url', 'web'} -> {'cite'}, confidence: 0.9368
Rule: {'web', 'url', 'cite'} -> {'date'}, confidence: 0.9319
Rule: {'references'} -> {'date', 'www', 'url'}, confidence: 0.6960
Rule: {'date'} -> {'references', 'www', 'url'}, confidence: 0.7436
Rule: {'www'} -> {'references', 'date', 'url'}, confidence: 0.7945
Rule: {'url'} -> {'references', 'date', 'www'}, confidence: 0.7733
Rule: {'references', 'date'} -> {'www', 'url'}, confidence: 0.8878
Rule: {'references', 'www'} -> {'date', 'url'}, confidence: 0.8969
Rule: {'references', 'url'} -> {'date', 'www'}, confidence: 0.8571
Rule: {'date', 'www'} -> {'references', 'url'}, confidence: 0.9158
Rule: {'date', 'url'} -> {'references', 'www'}, confidence: 0.8614
Rule: {'www', 'url'} -> {'references', 'date'}, confidence: 0.8744
Rule: {'references', 'date', 'www'} -> {'url'}, confidence: 0.9831
Rule: {'references', 'date', 'url'} -> {'www'}, confidence: 0.9305
Rule: {'references', 'www', 'url'} -> {'date'}, confidence: 0.9508
Rule: {'date', 'www', 'url'} -> {'references'}, confidence: 0.9405
Rule: {'date'} -> {'url', 'web', 'https'}, confidence: 0.7906
Rule: {'https'} -> {'date', 'url', 'web'}, confidence: 0.8409
Rule: {'url'} -> {'date', 'web', 'https'}, confidence: 0.8222
Rule: {'web'} -> {'date', 'url', 'https'}, confidence: 0.8333
Rule: {'date', 'https'} -> {'url', 'web'}, confidence: 0.9391
Rule: {'date', 'url'} -> {'web', 'https'}, confidence: 0.9158
Rule: {'date', 'web'} -> {'url', 'https'}, confidence: 0.9737
Rule: {'url', 'https'} -> {'date', 'web'}, confidence: 0.8937
Rule: {'web', 'https'} -> {'date', 'url'}, confidence: 0.9487
Rule: {'url', 'web'} -> {'date', 'https'}, confidence: 0.8981
Rule: {'date', 'url', 'https'} -> {'web'}, confidence: 0.9536
Rule: {'date', 'web', 'https'} -> {'url'}, confidence: 1.0000
Rule: {'date', 'url', 'web'} -> {'https'}, confidence: 0.9737
Rule: {'url', 'web', 'https'} -> {'date'}, confidence: 0.9585
Rule: {'date'} -> {'www', 'title', 'cite'}, confidence: 0.7436
Rule: {'cite'} -> {'date', 'www', 'title'}, confidence: 0.8246
Rule: {'www'} -> {'date', 'title', 'cite'}, confidence: 0.7945
Rule: {'title'} -> {'date', 'www', 'cite'}, confidence: 0.7311
Rule: {'date', 'cite'} -> {'www', 'title'}, confidence: 0.9158
Rule: {'date', 'www'} -> {'title', 'cite'}, confidence: 0.9158
Rule: {'date', 'title'} -> {'www', 'cite'}, confidence: 0.8878
Rule: {'www', 'cite'} -> {'date', 'title'}, confidence: 0.9255
Rule: {'title', 'cite'} -> {'date', 'www'}, confidence: 0.8246
Rule: {'www', 'title'} -> {'date', 'cite'}, confidence: 0.8923
Rule: {'date', 'www', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'date', 'title', 'cite'} -> {'www'}, confidence: 0.9158
Rule: {'date', 'www', 'title'} -> {'cite'}, confidence: 0.9831
Rule: {'www', 'title', 'cite'} -> {'date'}, confidence: 0.9255
Rule: {'cite'} -> {'www', 'title', 'https'}, confidence: 0.8578
Rule: {'https'} -> {'www', 'title', 'cite'}, confidence: 0.8227
Rule: {'www'} -> {'title', 'cite', 'https'}, confidence: 0.8265
Rule: {'title'} -> {'www', 'cite', 'https'}, confidence: 0.7605
Rule: {'cite', 'https'} -> {'www', 'title'}, confidence: 0.9282
Rule: {'www', 'cite'} -> {'title', 'https'}, confidence: 0.9628
Rule: {'title', 'cite'} -> {'www', 'https'}, confidence: 0.8578
Rule: {'www', 'https'} -> {'title', 'cite'}, confidence: 0.9141
Rule: {'title', 'https'} -> {'www', 'cite'}, confidence: 0.9141
Rule: {'www', 'title'} -> {'cite', 'https'}, confidence: 0.9282
Rule: {'www', 'cite', 'https'} -> {'title'}, confidence: 1.0000
Rule: {'title', 'cite', 'https'} -> {'www'}, confidence: 0.9282
Rule: {'www', 'title', 'cite'} -> {'https'}, confidence: 0.9628
Rule: {'www', 'title', 'https'} -> {'cite'}, confidence: 0.9891
Rule: {'cite'} -> {'www', 'url', 'title'}, confidence: 0.8863
Rule: {'www'} -> {'url', 'title', 'cite'}, confidence: 0.8539
Rule: {'url'} -> {'www', 'title', 'cite'}, confidence: 0.8311
Rule: {'title'} -> {'www', 'url', 'cite'}, confidence: 0.7857
Rule: {'www', 'cite'} -> {'url', 'title'}, confidence: 0.9947
Rule: {'url', 'cite'} -> {'www', 'title'}, confidence: 0.9034
Rule: {'title', 'cite'} -> {'www', 'url'}, confidence: 0.8863
Rule: {'www', 'url'} -> {'title', 'cite'}, confidence: 0.9397
Rule: {'www', 'title'} -> {'url', 'cite'}, confidence: 0.9590
Rule: {'url', 'title'} -> {'www', 'cite'}, confidence: 0.8947
Rule: {'www', 'url', 'cite'} -> {'title'}, confidence: 1.0000
Rule: {'www', 'title', 'cite'} -> {'url'}, confidence: 0.9947
Rule: {'url', 'title', 'cite'} -> {'www'}, confidence: 0.9034
Rule: {'www', 'url', 'title'} -> {'cite'}, confidence: 0.9894
Rule: {'references'} -> {'www', 'url', 'https'}, confidence: 0.7080
Rule: {'https'} -> {'references', 'www', 'url'}, confidence: 0.8045
Rule: {'www'} -> {'references', 'url', 'https'}, confidence: 0.8082
Rule: {'url'} -> {'references', 'www', 'https'}, confidence: 0.7867
Rule: {'references', 'https'} -> {'www', 'url'}, confidence: 0.8850
Rule: {'references', 'www'} -> {'url', 'https'}, confidence: 0.9124
Rule: {'references', 'url'} -> {'www', 'https'}, confidence: 0.8719
Rule: {'www', 'https'} -> {'references', 'url'}, confidence: 0.8939
Rule: {'url', 'https'} -> {'references', 'www'}, confidence: 0.8551
Rule: {'www', 'url'} -> {'references', 'https'}, confidence: 0.8894
Rule: {'references', 'www', 'https'} -> {'url'}, confidence: 0.9620
Rule: {'references', 'url', 'https'} -> {'www'}, confidence: 0.9316
Rule: {'references', 'www', 'url'} -> {'https'}, confidence: 0.9672
Rule: {'www', 'url', 'https'} -> {'references'}, confidence: 0.9267
Rule: {'https'} -> {'www', 'url', 'title'}, confidence: 0.8273
Rule: {'www'} -> {'url', 'title', 'https'}, confidence: 0.8311
Rule: {'url'} -> {'www', 'title', 'https'}, confidence: 0.8089
Rule: {'title'} -> {'www', 'url', 'https'}, confidence: 0.7647
Rule: {'www', 'https'} -> {'url', 'title'}, confidence: 0.9192
Rule: {'url', 'https'} -> {'www', 'title'}, confidence: 0.8792
Rule: {'title', 'https'} -> {'www', 'url'}, confidence: 0.9192
Rule: {'www', 'url'} -> {'title', 'https'}, confidence: 0.9146
Rule: {'www', 'title'} -> {'url', 'https'}, confidence: 0.9333
Rule: {'url', 'title'} -> {'www', 'https'}, confidence: 0.8708
Rule: {'www', 'url', 'https'} -> {'title'}, confidence: 0.9529
Rule: {'www', 'title', 'https'} -> {'url'}, confidence: 0.9945
Rule: {'url', 'title', 'https'} -> {'www'}, confidence: 0.9286
Rule: {'www', 'url', 'title'} -> {'https'}, confidence: 0.9630
Rule: {'cite'} -> {'title', 'one', 'https'}, confidence: 0.6872
Rule: {'https'} -> {'one', 'title', 'cite'}, confidence: 0.6591
Rule: {'title'} -> {'one', 'cite', 'https'}, confidence: 0.6092
Rule: {'one'} -> {'title', 'cite', 'https'}, confidence: 0.4899
Rule: {'cite', 'https'} -> {'title', 'one'}, confidence: 0.7436
Rule: {'title', 'cite'} -> {'one', 'https'}, confidence: 0.6872
Rule: {'one', 'cite'} -> {'title', 'https'}, confidence: 0.9295
Rule: {'title', 'https'} -> {'one', 'cite'}, confidence: 0.7323
Rule: {'one', 'https'} -> {'title', 'cite'}, confidence: 0.9177
Rule: {'title', 'one'} -> {'cite', 'https'}, confidence: 0.8529
Rule: {'title', 'cite', 'https'} -> {'one'}, confidence: 0.7436
Rule: {'one', 'cite', 'https'} -> {'title'}, confidence: 1.0000
Rule: {'one', 'title', 'cite'} -> {'https'}, confidence: 0.9295
Rule: {'title', 'one', 'https'} -> {'cite'}, confidence: 0.9932
Rule: {'cite'} -> {'url', 'web', 'https'}, confidence: 0.8578
Rule: {'https'} -> {'web', 'url', 'cite'}, confidence: 0.8227
Rule: {'url'} -> {'web', 'cite', 'https'}, confidence: 0.8044
Rule: {'web'} -> {'url', 'cite', 'https'}, confidence: 0.8153
Rule: {'cite', 'https'} -> {'url', 'web'}, confidence: 0.9282
Rule: {'url', 'cite'} -> {'web', 'https'}, confidence: 0.8744
Rule: {'web', 'cite'} -> {'url', 'https'}, confidence: 0.9476
Rule: {'url', 'https'} -> {'web', 'cite'}, confidence: 0.8744
Rule: {'web', 'https'} -> {'url', 'cite'}, confidence: 0.9282
Rule: {'url', 'web'} -> {'cite', 'https'}, confidence: 0.8786
Rule: {'url', 'cite', 'https'} -> {'web'}, confidence: 0.9330
Rule: {'web', 'cite', 'https'} -> {'url'}, confidence: 1.0000
Rule: {'web', 'url', 'cite'} -> {'https'}, confidence: 0.9476
Rule: {'url', 'web', 'https'} -> {'cite'}, confidence: 0.9378
Rule: {'references'} -> {'www', 'title', 'web'}, confidence: 0.6800
Rule: {'www'} -> {'references', 'title', 'web'}, confidence: 0.7763
Rule: {'title'} -> {'references', 'www', 'web'}, confidence: 0.7143
Rule: {'web'} -> {'references', 'www', 'title'}, confidence: 0.7658
Rule: {'references', 'www'} -> {'title', 'web'}, confidence: 0.8763
Rule: {'references', 'title'} -> {'www', 'web'}, confidence: 0.8293
Rule: {'references', 'web'} -> {'www', 'title'}, confidence: 0.9043
Rule: {'www', 'title'} -> {'references', 'web'}, confidence: 0.8718
Rule: {'www', 'web'} -> {'references', 'title'}, confidence: 0.8901
Rule: {'title', 'web'} -> {'references', 'www'}, confidence: 0.8763
Rule: {'references', 'www', 'title'} -> {'web'}, confidence: 0.9392
Rule: {'references', 'www', 'web'} -> {'title'}, confidence: 0.9714
Rule: {'references', 'title', 'web'} -> {'www'}, confidence: 0.9392
Rule: {'www', 'title', 'web'} -> {'references'}, confidence: 0.9444
Rule: {'date'} -> {'url', 'archive', 'https'}, confidence: 0.6239
Rule: {'https'} -> {'date', 'url', 'archive'}, confidence: 0.6636
Rule: {'url'} -> {'date', 'archive', 'https'}, confidence: 0.6489
Rule: {'archive'} -> {'date', 'url', 'https'}, confidence: 0.9359
Rule: {'date', 'https'} -> {'url', 'archive'}, confidence: 0.7411
Rule: {'date', 'url'} -> {'archive', 'https'}, confidence: 0.7228
Rule: {'date', 'archive'} -> {'url', 'https'}, confidence: 0.9865
Rule: {'url', 'https'} -> {'date', 'archive'}, confidence: 0.7053
Rule: {'archive', 'https'} -> {'date', 'url'}, confidence: 0.9542
Rule: {'url', 'archive'} -> {'date', 'https'}, confidence: 0.9669
Rule: {'date', 'url', 'https'} -> {'archive'}, confidence: 0.7526
Rule: {'date', 'archive', 'https'} -> {'url'}, confidence: 0.9932
Rule: {'date', 'url', 'archive'} -> {'https'}, confidence: 0.9932
Rule: {'url', 'archive', 'https'} -> {'date'}, confidence: 0.9733
Rule: {'cite'} -> {'url', 'one', 'https'}, confidence: 0.6825
Rule: {'https'} -> {'one', 'url', 'cite'}, confidence: 0.6545
Rule: {'url'} -> {'one', 'cite', 'https'}, confidence: 0.6400
Rule: {'one'} -> {'url', 'cite', 'https'}, confidence: 0.4865
Rule: {'cite', 'https'} -> {'url', 'one'}, confidence: 0.7385
Rule: {'url', 'cite'} -> {'one', 'https'}, confidence: 0.6957
Rule: {'one', 'cite'} -> {'url', 'https'}, confidence: 0.9231
Rule: {'url', 'https'} -> {'one', 'cite'}, confidence: 0.6957
Rule: {'one', 'https'} -> {'url', 'cite'}, confidence: 0.9114
Rule: {'url', 'one'} -> {'cite', 'https'}, confidence: 0.9057
Rule: {'url', 'cite', 'https'} -> {'one'}, confidence: 0.7423
Rule: {'one', 'cite', 'https'} -> {'url'}, confidence: 0.9931
Rule: {'one', 'url', 'cite'} -> {'https'}, confidence: 0.9412
Rule: {'url', 'one', 'https'} -> {'cite'}, confidence: 0.9730
Rule: {'references'} -> {'web', 'cite', 'https'}, confidence: 0.6840
Rule: {'cite'} -> {'references', 'web', 'https'}, confidence: 0.8104
Rule: {'https'} -> {'references', 'web', 'cite'}, confidence: 0.7773
Rule: {'web'} -> {'references', 'cite', 'https'}, confidence: 0.7703
Rule: {'references', 'cite'} -> {'web', 'https'}, confidence: 0.8636
Rule: {'references', 'https'} -> {'web', 'cite'}, confidence: 0.8550
Rule: {'references', 'web'} -> {'cite', 'https'}, confidence: 0.9096
Rule: {'cite', 'https'} -> {'references', 'web'}, confidence: 0.8769
Rule: {'web', 'cite'} -> {'references', 'https'}, confidence: 0.8953
Rule: {'web', 'https'} -> {'references', 'cite'}, confidence: 0.8769
Rule: {'references', 'cite', 'https'} -> {'web'}, confidence: 0.9293
Rule: {'references', 'web', 'cite'} -> {'https'}, confidence: 0.9500
Rule: {'references', 'web', 'https'} -> {'cite'}, confidence: 0.9607
Rule: {'web', 'cite', 'https'} -> {'references'}, confidence: 0.9448
Rule: {'date'} -> {'url', 'archive', 'web'}, confidence: 0.6197
Rule: {'url'} -> {'date', 'archive', 'web'}, confidence: 0.6444
Rule: {'archive'} -> {'date', 'url', 'web'}, confidence: 0.9295
Rule: {'web'} -> {'date', 'url', 'archive'}, confidence: 0.6532
Rule: {'date', 'url'} -> {'archive', 'web'}, confidence: 0.7178
Rule: {'date', 'archive'} -> {'url', 'web'}, confidence: 0.9797
Rule: {'date', 'web'} -> {'url', 'archive'}, confidence: 0.7632
Rule: {'url', 'archive'} -> {'date', 'web'}, confidence: 0.9603
Rule: {'url', 'web'} -> {'date', 'archive'}, confidence: 0.7039
Rule: {'archive', 'web'} -> {'date', 'url'}, confidence: 0.9864
Rule: {'date', 'url', 'archive'} -> {'web'}, confidence: 0.9864
Rule: {'date', 'url', 'web'} -> {'archive'}, confidence: 0.7632
Rule: {'date', 'archive', 'web'} -> {'url'}, confidence: 1.0000
Rule: {'url', 'archive', 'web'} -> {'date'}, confidence: 1.0000
Rule: {'references'} -> {'www', 'title', 'https'}, confidence: 0.6960
Rule: {'https'} -> {'references', 'www', 'title'}, confidence: 0.7909
Rule: {'www'} -> {'references', 'title', 'https'}, confidence: 0.7945
Rule: {'title'} -> {'references', 'www', 'https'}, confidence: 0.7311
Rule: {'references', 'https'} -> {'www', 'title'}, confidence: 0.8700
Rule: {'references', 'www'} -> {'title', 'https'}, confidence: 0.8969
Rule: {'references', 'title'} -> {'www', 'https'}, confidence: 0.8488
Rule: {'www', 'https'} -> {'references', 'title'}, confidence: 0.8788
Rule: {'title', 'https'} -> {'references', 'www'}, confidence: 0.8788
Rule: {'www', 'title'} -> {'references', 'https'}, confidence: 0.8923
Rule: {'references', 'www', 'https'} -> {'title'}, confidence: 0.9457
Rule: {'references', 'title', 'https'} -> {'www'}, confidence: 0.9305
Rule: {'references', 'www', 'title'} -> {'https'}, confidence: 0.9613
Rule: {'www', 'title', 'https'} -> {'references'}, confidence: 0.9508
Rule: {'https'} -> {'url', 'title', 'web'}, confidence: 0.8273
Rule: {'url'} -> {'title', 'web', 'https'}, confidence: 0.8089
Rule: {'title'} -> {'url', 'web', 'https'}, confidence: 0.7647
Rule: {'web'} -> {'url', 'title', 'https'}, confidence: 0.8198
Rule: {'url', 'https'} -> {'title', 'web'}, confidence: 0.8792
Rule: {'title', 'https'} -> {'url', 'web'}, confidence: 0.9192
Rule: {'web', 'https'} -> {'url', 'title'}, confidence: 0.9333
Rule: {'url', 'title'} -> {'web', 'https'}, confidence: 0.8708
Rule: {'url', 'web'} -> {'title', 'https'}, confidence: 0.8835
Rule: {'title', 'web'} -> {'url', 'https'}, confidence: 0.9381
Rule: {'url', 'title', 'https'} -> {'web'}, confidence: 0.9286
Rule: {'url', 'web', 'https'} -> {'title'}, confidence: 0.9430
Rule: {'title', 'web', 'https'} -> {'url'}, confidence: 1.0000
