Anime_id,Name,Genres,Ranked,Popularity,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,,,
36315,Mushi Mushi Mura no Nakama-tachi: Minna Ii Toko Arun Da yo,Kids,15712,16954,4,Unknown,Unknown,1,2,1,Unknown,Unknown,Unknown,,,
36316,Shichisei no Subaru,"Action, Fantasy, Game, Sci-Fi",7634,1428,1469,1568,4229,8824,9173,5955,3444,1749,1022,,,
36317,Gaikotsu Shotenin Honda-san,"Comedy, Slice of Life",1595,84659,3873,9669,11910,5208,2163,655,238,137,95,,,
36318,Quanzhi Fashi II,"Action, Magic, Fantasy, School",2383,45306,1685,3709,6929,5108,2446,1214,474,242,159,,,
36321,Itsumo Kokoro ni Hohoemi wo,Kids,14646,17119,3,Unknown,1,2,Unknown,1,Unknown,1,Unknown,,,
36322,Shippai Ippai mo Ikkai,Kids,17004,82,Unknown,1,2,1,Unknown,Unknown,Unknown,Unknown,2,,,
36323,Kimari no Nai Kuni,Kids,14993,17173,3,Unknown,Unknown,1,1,1,Unknown,Unknown,Unknown,,,
36324,Nijiiro no Fushigina Ishi,Kids,17121,74,Unknown,1,1,1,Unknown,Unknown,Unknown,Unknown,2,,,
36325,Wao-kun no Hane,Kids,17129,71,Unknown,1,2,1,Unknown,Unknown,Unknown,Unknown,1,,,
36326,Tamagawa Kyoudai,Historical,12354,17065,5,Unknown,4,4,1,1,1,Unknown,Unknown,,,
36339,Nissin no Donbei x Kemono Friends,Comedy,8220,2551,33,91,180,231,197,52,25,27,27,,,
36342,Full Metal Panic! Movie 1: Boy Meets Girl,"Action, Comedy, Mecha, Military, Sci-Fi",4038,6455,55,44,119,183,130,43,13,9,2,,,
36343,Full Metal Panic! Movie 2: One Night Stand,"Action, Comedy, Mecha, Military, Sci-Fi",3772,6655,46,42,100,185,104,30,11,5,1,,,
36344,Full Metal Panic! Movie 3: Into the Blue,"Action, Military, Sci-Fi, Comedy, Mecha",6673,4660,35,106,177,107,28,7,6,1,4,,,
36345,AOTU Shijie 2,"Action, Sci-Fi, Adventure, Fantasy",13292,12928,11,3,8,12,11,11,Unknown,2,Unknown,,,
36347,Gomennasai,"Music, Kids",14173,16177,5,Unknown,1,4,7,14,7,6,1,,,
36348,Cat's Eye Love,"Music, Kids",13548,16056,7,Unknown,1,2,7,10,6,14,4,,,
36349,Gum Shaara,"Music, Kids",14189,16649,5,Unknown,1,4,1,5,5,11,3,,,
36350,Kuma no Nuigurumi,"Music, Kids",15201,16410,6,Unknown,3,5,14,13,7,2,Unknown,,,
36351,Kotatsu Musume de Teketekete,"Music, Kids",15157,16636,6,Unknown,1,4,Unknown,11,4,8,3,,,
36352,Gomen yo! Wanwan,"Music, Kids",16746,102,Unknown,1,1,4,8,11,5,1,6,,,
36353,Sabishi Gariya-san Konnichiwa,"Music, Kids",16788,100,1,1,1,2,3,4,8,6,7,,,
36354,Saraba Seishun,"Music, Kids",16605,111,Unknown,1,2,5,6,6,7,Unknown,11,,,
36355,Snowdrop,"Music, Kids",16799,99,Unknown,1,1,3,6,9,4,Unknown,3,,,
36356,Tanoshii ne,"Music, Kids",16246,125,Unknown,1,1,2,10,8,5,3,13,,,
36357,Chibikko Cowboy,"Music, Kids",15795,148,Unknown,1,2,6,8,5,5,7,13,,,
36358,Tsubiregg Tsuburegg March,"Music, Kids",16611,108,Unknown,1,1,2,8,3,8,11,7,,,
36359,TV ga Kita hi,"Music, Kids",16605,109,Unknown,1,1,2,7,5,8,4,16,,,
36360,Hasami Togi,"Music, Kids",15873,144,Unknown,1,4,1,13,9,13,6,11,,,
36361,Bubble Bath,"Music, Kids",15977,139,Unknown,1,6,11,11,9,6,3,11,,,
36362,Hamburger no Tsukurikata,"Music, Kids",16694,105,Unknown,4,1,5,9,8,5,3,4,,,
36368,Katasumi no Uroko,"Adventure, Drama, Fantasy",6400,12394,9,6,37,56,52,23,8,4,2,,,
36369,Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,"Action, Drama, Military, Sci-Fi, Space",3851,17836,1483,3163,1691,397,113,63,16,4,23,,,
36370,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,"Action, Drama, Military, Sci-Fi, Space",4193,14727,1578,2852,1248,270,80,68,10,3,16,,,
36371,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,"Action, Drama, Military, Sci-Fi, Space",4161,14980,1789,2610,1025,225,67,22,46,8,17,,,
36372,Hiromi,"Music, Kids",16135,131,1,4,4,8,21,4,8,1,9,,,
36373,Pink Jumon,"Magic, Music",11522,16458,4,Unknown,1,3,14,14,4,3,Unknown,,,
36374,Flamingo Waltz,"Music, Kids",16375,121,Unknown,2,2,9,13,10,6,Unknown,6,,,
36375,Furusato no Nai Aki,"Music, Kids",13997,16523,8,Unknown,1,7,3,7,12,4,2,,,
36376,Hedler no Yama,"Music, Kids",14320,16686,6,Unknown,1,2,6,10,6,5,1,,,
36377,Bokunchi no Chabo,"Music, Kids",13481,15895,5,Unknown,1,2,8,7,6,11,8,,,
36378,Hotaru Koi,"Music, Kids",16284,124,Unknown,1,1,5,11,4,9,Unknown,13,,,
36380,Power Powan,"Kids, Music",11612,16876,4,Unknown,1,1,1,2,4,2,1,,,
36381,Ponta Monogatari,"Kids, Music, Supernatural",16639,106,Unknown,1,2,6,6,7,4,7,6,,,
36382,Mama Gomennasai,"Music, Kids",15397,16312,5,Unknown,1,1,4,8,9,12,8,,,
36383,Mama no Earring,"Music, Kids",15395,16626,5,Unknown,1,4,5,8,9,4,1,,,
36384,Mama no Kekkon,"Music, Kids",16777,101,1,1,2,7,11,3,6,Unknown,6,,,
36385,Minna no Umi,"Music, Kids",15581,16832,4,Unknown,1,3,Unknown,8,4,7,Unknown,,,
36386,Meiwaku Danchi,"Music, Kids, School",15509,16363,7,Unknown,1,4,6,11,11,9,Unknown,,,
36387,Yasashii Kaze,"Music, Kids",16655,107,Unknown,2,2,1,14,5,2,3,5,,,
36388,Yasashi-sa no Tamatebako,"Music, Kids",12980,16575,5,Unknown,1,2,5,8,4,5,4,,,
36389,Yukai na Mezamashi Tokei,"Music, Kids",13015,16613,4,Unknown,1,1,3,6,6,10,1,,,
36390,Reset,"Kids, Music",11697,16796,5,Unknown,1,1,1,10,8,3,1,,,
36391,Lu La La,"Music, Kids",16580,112,Unknown,1,1,5,7,9,5,5,10,,,
36392,Waga Na wa Cowboy,"Music, Kids",16211,128,Unknown,2,2,3,10,7,6,7,12,,,
36393,One Nyan Monogatari,"Kids, Music",11354,16747,5,Unknown,1,6,4,5,4,5,3,,,
36394,Wonderful World: Ganmen Shintaisou,"Music, Kids",16683,106,Unknown,1,1,2,5,6,3,12,7,,,
36395,Ichiendama no Tabigarasu,"Adventure, Music, Samurai",15498,165,Unknown,1,9,8,15,19,10,6,7,,,
36396,Ima demo Senchou to Yobarete iru Senchou no Yoru,"Music, Kids",14599,16661,5,Unknown,1,3,4,10,3,8,3,,,
36397,Shiyan Pin Jiating,"Sci-Fi, Slice of Life",6650,2622,286,406,1184,2668,2714,1615,739,257,124,,,
36398,Na mo Nai Hana no Youni,"Music, Kids",16312,123,1,1,1,6,8,6,13,6,8,,,
36399,Yumehito: Yumejin,"Music, Kids",13044,16720,4,Unknown,1,4,4,7,4,4,1,,,
36400,Koinu no Blue,"Music, Kids",15102,16440,4,Unknown,1,4,8,12,6,8,2,,,
36401,Kozou no Koushin,"Music, Kids",16586,112,Unknown,1,4,6,9,5,4,2,9,,,
36402,Chiisana Tegami,"Music, Kids",16175,129,Unknown,1,2,7,5,7,8,3,8,,,
36403,Kawa wa Dare no Mono?,"Music, Kids",14910,15615,7,Unknown,4,7,9,24,13,5,2,,,
36404,"Attakai, Fuyu Canada",Slice of Life,6546,9950,54,27,61,140,191,124,16,10,12,,,
36407,Kenja no Mago,"Action, Comedy, Magic, Romance, Fantasy",415,331554,14270,29129,47767,36214,23029,12286,6464,3935,3142,,,
36409,Yodel no Onna,"Music, Comedy",10043,10127,98,6,8,17,19,27,16,17,18,,,
36410,Littleforestmello,Kids,13379,310,2,1,9,8,9,3,1,Unknown,7,,,
36411,Mushinin,"Samurai, Shounen",15731,15662,6,Unknown,Unknown,1,3,3,1,2,3,,,
36418,Koneko no Chi: Ponponra Dairyokou,Slice of Life,8971,1904,34,57,117,124,49,22,23,15,7,,,
36419,Katsugeki/Touken Ranbu Movie,"Action, Samurai, Fantasy",5922,6304,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,,,
36423,Zhandou Wang Zhi Jufeng Zhan Hun,"Action, Kids, Shounen",6540,12164,42,46,36,37,16,21,10,10,3,,,
36424,Princess Principal: Ange Report,"Action, Mystery",6278,5394,46,115,254,251,122,23,14,12,19,,,
36425,Zhandou Wang Zhi Jufeng Zhan Hun 2,"Action, Kids, Shounen",13113,13254,32,36,36,24,13,9,3,4,2,,,
36427,Zhandou Wang Zhi Jufeng Zhan Hun 3,"Action, Kids, Shounen",13112,12959,40,31,36,28,10,10,7,4,3,,,
36428,Zhanguo Fan,"Fantasy, Magic, Martial Arts, Super Power",13125,10972,8,Unknown,4,7,8,7,6,Unknown,1,,,
36429,Zhen Gyi Hong Shi,"Action, Military, Sci-Fi, Adventure, Mecha",13102,12913,9,1,3,5,9,5,3,2,4,,,
36431,One Room Second Season,Slice of Life,7637,2765,779,783,1563,3295,3576,2290,1010,633,403,,,
36432,Toaru Majutsu no Index III,"Action, Sci-Fi, Super Power, Magic",857,174394,5089,12685,17770,12058,6110,3762,1758,644,480,,,
36436,Mobile Suit Gundam: Twilight Axis - Akaki Zan-ei,"Action, Military, Sci-Fi, Space, Mecha",9253,8019,24,12,40,102,208,125,67,42,24,,,
36439,Sword Art Online Movie: Ordinal Scale - Sword Art Offline,Comedy,3806,18141,773,1198,1831,1369,864,325,155,128,131,,,
36440,Ku Pao Ying Xiong,"Action, Adventure, Fantasy, Game, Magic",9184,7613,23,12,22,65,93,88,49,23,26,,,
36443,Bokura no Ashita: Freeter no Genjou ni Kansuru Wakamono e no Shuuchi Kouhou Jigyou,Slice of Life,15576,162,Unknown,1,7,5,12,6,9,2,4,,,
36444,Touken Ranbu: Hanamaru - Makuai Kaisouroku,"Action, Slice of Life, Comedy, Historical, Drama, Fantasy",6741,4516,24,43,90,83,41,11,11,5,7,,,
36447,Lord of Vermilion IV,"Game, Fantasy",15327,10124,8,2,8,17,30,32,17,12,12,,,
36451,Still,Music,8536,10987,24,13,22,90,119,90,34,20,8,,,
36455,Wo de Tian Jie Nu You,"Adventure, Super Power, Supernatural, Romance, Fantasy",5525,3782,360,289,728,1521,1239,657,300,133,89,,,
36456,Boku no Hero Academia 3rd Season,"Action, Comedy, Super Power, School, Shounen",31,1333355,238487,268416,140906,42269,15399,4925,1829,868,1745,,,
36458,Soukou Musume Senki,"Action, Military, Fantasy",5222,8605,20,63,173,260,274,198,112,57,54,,,
36461,"Pakomane: Watashi, Kyou kara Meimon Yakyuubu no Seishorigakari ni Narimasu... The Animation",Hentai,Unknown,7535,132,80,187,330,290,173,84,38,17,,,
36464,Oshushi Da yo,"Comedy, Slice of Life",11391,15328,3,Unknown,1,1,1,7,2,Unknown,1,,,
36466,Digimon Adventure tri. 6: Bokura no Mirai,"Action, Adventure, Comedy, Drama",2763,34483,2124,3861,4388,2410,1195,651,320,212,147,,,
36468,Shoujo Shuumatsu Jugyou,"Comedy, Parody, School",5973,5184,189,164,407,1098,1112,546,127,65,42,,,
36470,Tada-kun wa Koi wo Shinai,"Comedy, Romance, Slice of Life",1415,802,6716,11572,24320,23746,9362,4060,1393,513,210,,,
36473,Love Live! Sunshine!! Recap,Music,4625,6524,223,88,210,398,366,196,51,25,16,,,
36474,Sword Art Online: Alicization,"Action, Game, Adventure, Romance, Fantasy",1375,148,47851,58021,101129,84599,37638,17956,9379,4440,2453,,,
36475,Sword Art Online Alternative: Gun Gale Online,"Action, Fantasy, Game, Military, Sci-Fi",316,421918,22150,54183,67761,35096,17177,8911,4198,2375,2112,,,
36480,Drifters (OVA),"Action, Adventure, Comedy, Fantasy, Historical, Samurai, Seinen",1367,1984,1684,2324,5708,5809,1787,628,187,57,34,,,
36483,B-Project: Zecchou*Emotion,"Music, Shoujo",4751,10903,228,462,833,646,355,182,65,29,35,,,
36485,Princess Principal Picture Drama,"Action, Drama, Mystery",6606,5944,86,72,192,505,560,293,83,44,20,,,
36486,Lalala Lala-chan âUchuu ni Muchuuâ?Unknown,Unknown,184,0,Unknown,2,7,8,4,1,1,9,,,,
36489,Beachside Lover,Music,10314,15082,7,Unknown,1,4,22,15,21,16,8,,,
36491,Doupo Cangqiong,"Action, Adventure, Comedy, Supernatural, Romance",2239,6056,256,294,690,793,306,159,66,26,14,,,
36492,Road to You,"Drama, Romance",4453,5409,241,131,308,612,486,203,50,15,17,,,
36493,Esoragoto Spiral,"Music, Psychological, School",7446,10183,23,16,44,78,112,62,27,12,8,,,
36494,Mekakucity Records,"Music, Psychological, Sci-Fi",1456,5869,409,361,509,575,286,153,47,19,14,,,
36497,Overlord Movie: Ple Ple Pleiades,"Action, Comedy, Magic, Fantasy",4236,14476,351,848,1760,1307,530,140,71,45,39,,,
36498,Arslan Senki (TV): Fuujin Ranbu - Arsen 4-koma Gekijou,Comedy,6500,7281,49,35,67,159,198,106,26,10,13,,,
36500,Cinderella Girls Gekijou: Kayou Cinderella Theater 2nd Season,Comedy,7545,3343,66,200,381,387,203,51,24,10,18,,,
36501,MahoYome: Aisatsu,Parody,5505,7508,109,197,476,866,697,167,86,47,44,,,
36502,MahoYome,Parody,5153,5361,187,184,349,704,664,313,105,47,30,,,
36506,Fuwafuwa Hour: Pui Pui & Muu Muu,"Kids, Fantasy",14062,15522,3,Unknown,2,1,2,4,Unknown,3,1,,,
36510,Ulysses: Jehanne Darc to Renkin no Kishi,"Action, Fantasy",10030,1755,715,684,1714,3778,5156,4844,3692,2217,1493,,,
36511,Tokyo Ghoul:re,"Action, Psychological, Supernatural, Mystery, Drama, Horror, Seinen",5755,132,27582,31747,61914,93297,74484,45684,32184,15167,8711,,,
36513,Rokuhoudou Yotsuiro Biyori,"Slice of Life, Seinen",3423,22827,1204,2584,2581,905,392,141,36,23,29,,,
36515,Dies Irae: To the Ring Reincarnation,"Action, Super Power, Magic",8099,3909,315,253,591,1147,1340,844,481,276,180,,,
36516,Beatless,"Action, Drama, Romance, Sci-Fi",7318,1088,1966,2004,4807,8787,8969,6569,4215,2073,1177,,,
36517,Ninja Batman,"Action, Martial Arts, Samurai",2554,39861,1055,2759,4904,4618,2844,1911,1082,605,443,,,
36520,Pikotarou no Lullaby Lullaby,"Comedy, Parody",10201,9481,49,25,41,121,179,166,84,81,57,,,
36521,Dies Irae: Irasshai Zonnenji,"Comedy, Parody",8222,2551,7,26,41,74,77,46,15,15,38,,,
36522,Ling Qi 2,"Action, Comedy, Magic, Shounen Ai, Supernatural",1621,3039,1508,1571,2610,2844,1441,785,244,105,53,,,
36524,Dies Irae: Reimei,"Action, Super Power, Magic",10070,3566,315,307,785,1882,2764,2310,1470,854,751,,,
36525,Dorei-ku The Animation,"Drama, Psychological",8289,2241,489,735,2125,4394,4401,2988,2008,1044,562,,,
36528,Kakyuusei (TV): Hajimemashite Tina!,"Sci-Fi, Romance, School",9132,11881,6,4,8,19,34,39,20,9,6,,,
36529,The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!,Music,8381,2413,18,26,56,44,27,11,7,6,8,,,
36530,Porong Porong Pororo 6,Kids,11602,15590,5,2,1,8,11,9,6,1,8,,,
36531,Shinkansen Henkei Robo Shinkalion The Animation,"Action, Sci-Fi, Kids, Mecha",4546,8246,57,36,73,79,89,77,28,18,12,,,
36536,Starmyu 3rd Season,"Music, Slice of Life, School",4066,5494,205,184,336,556,413,193,82,45,22,,,
36537,Starmyu in Halloween,"Music, Slice of Life, School",7861,2949,52,89,154,86,55,10,12,3,9,,,
36538,Natsume Yuujinchou Movie: Utsusemi ni Musubu,"Demons, Drama, Shoujo, Slice of Life, Supernatural",2393,45120,4029,4461,1929,598,130,34,14,16,102,,,
36539,Tsuki ga Kirei Special,"Comedy, Romance, School",3394,23169,1101,2851,4225,1707,635,141,66,22,24,,,
36542,Boku wa Robot-goshi no Kimi ni Koi wo Suru,"Sci-Fi, Romance",7507,3412,41,68,203,172,121,28,12,11,6,,,
36543,GJ8man Soushuuhen,"Comedy, Parody, Super Power",15553,164,Unknown,1,1,2,6,2,1,2,8,,,
36544,Heibai Wushang 2nd Season,"Action, Comedy, Supernatural",6051,9145,19,20,49,112,116,51,16,13,3,,,
36545,Huyao Xiao Hongniang: Qian Yan,"Comedy, Historical, Supernatural, Romance",1559,6151,224,233,555,566,182,88,28,12,9,,,
36548,Kokkoku,"Psychological, Supernatural, Drama, Mystery, Seinen",3514,1047,2306,4994,13709,18664,9630,4518,2080,734,307,,,
36549,Lalala Lala-chan,"Adventure, Fantasy, Kids",15761,149,Unknown,Unknown,1,7,7,6,Unknown,1,9,,,
36550,Lalala Lala-chan Mini,"Kids, Parody",16035,136,Unknown,Unknown,1,4,9,5,2,1,12,,,
36551,Lalala Lala-chan: Patapata Daisensou,"Adventure, Fantasy, Kids",15268,15653,3,Unknown,5,2,3,10,4,1,1,,,
36552,Pikachin-Kit,"Sci-Fi, Comedy, Kids",13383,309,Unknown,2,3,6,7,Unknown,5,6,6,,,
36553,Yinhun x He Wei Dao,Comedy,6183,5573,116,264,496,348,180,51,21,13,26,,,
36556,Peace Maker Kurogane Movie 2: Yuumei,"Action, Comedy, Historical, Samurai, Shounen",8088,2698,15,40,90,62,41,8,4,3,4,,,
36559,Zukkoke Sannin-gumi: Kusunoki Yashiki no Guruguru-sama,"Demons, Kids",16393,120,Unknown,3,2,2,6,1,Unknown,1,3,,,
36560,Boku no Kanojo ga Majimesugiru Sho-bitch na Ken OVA,"Comedy, Romance, Ecchi, School",6407,3033,677,532,1344,2905,2954,1497,640,326,162,,,
36561,Doupo Cangqiong Specials,"Action, Adventure, Demons, Fantasy",8768,2063,140,298,327,93,51,15,10,1,9,,,
36563,Megalo Box,"Action, Sci-Fi, Slice of Life, Sports, Drama",655,395,16328,40554,64805,38841,12664,4652,1605,509,218,,,
36564,Kamiusagi Rope x Boruto: Naruto Next Generations,"Slice of Life, Comedy",6407,5112,40,84,141,232,272,150,76,63,116,,,
36565,Major 2nd (TV),"Comedy, Drama, Shounen, Sports",1622,3292,792,1281,3314,3617,1337,464,204,49,26,,,
36566,Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,"Comedy, Seinen",5192,9896,30,32,55,111,82,41,13,8,5,,,
36569,Nanatsu no Taizai: Tsumi no Kokuhaku Dennou Grimoire!,"Comedy, Parody",6691,4610,51,88,152,163,111,40,20,19,21,,,
36571,Nanocore 3rd Season,"Action, Sci-Fi, Adventure, Mecha, Shounen",12964,361,4,5,17,11,15,3,1,Unknown,3,,,
36572,Neko Neko Gong Show,Kids,11110,16291,4,Unknown,1,2,4,10,5,3,4,,,
36573,dwarf Movie Lab,Kids,13879,15404,5,Unknown,Unknown,2,11,17,8,9,2,,,
36574,Weaving,Fantasy,12844,14481,4,2,4,9,10,29,13,7,2,,,
36575,"PLUG, THe NeW WORLD",Fantasy,11569,14990,3,1,1,8,16,23,13,2,4,,,
36577,Dungeon Meshi,Fantasy,9849,1337,13,31,74,136,107,38,14,8,15,,,
36578,Monogatari no Aru Satou,Romance,13207,330,4,7,23,27,23,11,2,2,8,,,
36579,Fettu to Ccine to Gummi Seijin,Comedy,16218,127,Unknown,Unknown,1,7,8,8,5,10,11,,,
36580,Boku wa Shitteru yo.,Slice of Life,14842,203,Unknown,3,9,18,19,15,6,4,8,,,
36581,Peace Shitenchou,Comedy,16714,103,Unknown,4,2,4,5,5,3,Unknown,6,,,
36582,Life: Jinsei no Taisetsu na Toki ni...,Slice of Life,15302,15375,6,3,2,9,23,26,3,2,2,,,
36583,Nishio no Yatsuzou,Samurai,11176,16158,4,Unknown,Unknown,4,4,11,8,10,5,,,
36584,Ki de Tsukurou,Slice of Life,14987,15538,4,Unknown,Unknown,5,17,23,10,4,Unknown,,,
36585,Sougou Medical Koushiki,Drama,15840,144,Unknown,3,12,8,14,5,1,Unknown,5,,,
36586,Kinyoubi no Yakusoku,Drama,15038,15093,6,1,5,17,19,12,3,2,1,,,
36587,Granblue Fantasy The Animation Season 2,"Adventure, Fantasy",4524,2345,551,722,2271,4762,3259,1424,429,143,57,,,
36588,Luo Xiao Hei Zhan Ji: Fan Wai,"Comedy, Music, Parody, School",15353,12525,12,9,9,16,13,5,2,1,3,,,
36591,Kero Kero Keroppi no Bokura no Ohimesama,"Kids, Fantasy",16630,108,Unknown,Unknown,8,2,5,1,1,Unknown,3,,,
36592,High & Low: G-Sword OVA,"Action, Drama, Shounen",14404,15133,6,Unknown,2,2,7,8,6,2,3,,,
36593,Hug tto! Precure,"Action, Magic, Fantasy, Shoujo",974,4704,517,593,773,677,331,169,83,49,24,,,
36594,Brilliant Better,Music,9893,10643,22,4,22,72,115,137,54,34,17,,,
36595,Fortissimo Bell,Music,10588,11223,22,2,4,33,83,134,65,34,22,,,
36596,Watashi no Naka no Gensou-teki Sekaikan Oyobi Sono Kengen wo Souki Saseta Aru Genjitsu de no Dekigot,Music,10127,11130,21,3,9,42,94,130,41,22,18,,,
36597,Detarame Rock & Roll Theory,Music,10267,11026,21,2,15,67,85,122,67,30,23,,,
36598,Heart Beat,Music,11314,708,2,7,57,78,133,40,24,20,24,,,
36599,Muteki We Are One!!,Music,10356,10348,20,3,9,55,98,140,52,38,23,,,
36600,Dokidoki Dream!!!,Music,9939,11159,21,7,14,57,98,115,39,34,23,,,
36601,Moushin Soloist Life!,Music,11447,667,Unknown,7,34,83,106,61,29,29,22,,,
36602,My Dearest Song,Music,9637,11200,23,6,24,57,98,103,35,27,16,,,
36603,Neko Matsuri,Music,10500,983,18,39,94,104,93,48,39,25,21,,,
36604,Bang Babang Bang!!!,Music,10142,7206,83,23,76,140,226,313,158,94,64,,,
36605,Tic Tac Dreamin',Music,789,0,12,41,77,125,60,34,27,20,,,,
36606,Trust,Music,9856,10316,27,4,20,58,105,133,44,22,17,,,
36607,Spicy Swingy Style,Music,10389,11066,20,3,13,41,70,107,63,39,18,,,
36608,Session Highâ¤?5.63,Session Highâ¤?Session Highâ¤?Music,0,18,57,121,97,34,20,14,14,,,,,
36611,Bary-san no Shokoku Manyuuki,Comedy,15570,161,Unknown,5,3,1,3,2,6,Unknown,10,,,
36613,Biju Tune!,Music,13453,16397,4,1,1,1,4,8,4,4,2,,,
36616,Mob Psycho 100: Reigen - Shirarezaru Kiseki no Reinouryokusha,"Action, Slice of Life, Comedy, Supernatural",2407,2039,1802,2503,6477,9488,3996,1387,312,112,52,,,
36618,Flowering Heart 2,"Kids, Magic",6841,10442,46,17,24,26,30,36,10,5,6,,,
36619,Shi Wan Ge Leng Xiaohua Movie 2,"Action, Adventure, Comedy, Parody, Fantasy",11918,14868,6,2,6,8,2,4,Unknown,1,Unknown,,,
36620,Nintama Rantarou: Saraba Ninjutsu Gakuen no Dan,"Comedy, Kids",11176,14650,5,2,11,4,4,5,1,2,Unknown,,,
36621,Toilet no Kuni,"Kids, Music",12534,14911,9,Unknown,1,4,12,17,12,13,10,,,
36622,Hamaneko,Slice of Life,9604,13923,4,1,5,14,34,31,14,15,6,,,
36623,SNS Police,Police,13145,338,Unknown,Unknown,1,7,4,4,2,5,11,,,
36624,4 Shuunen Monst? Shiru ka yo!,"Game, Comedy",10307,12123,13,1,4,15,14,41,26,23,9,,,
36625,Ajin 2nd Season OVA,"Action, Mystery, Horror, Supernatural, Seinen",3181,4796,208,259,736,1259,616,206,62,23,14,,,
36626,Yakiniku-ten Sengoku,"Slice of Life, Comedy",13067,344,Unknown,2,6,7,17,1,Unknown,2,5,,,
36629,"Fudanshi Koukou Seikatsu: Sports no Aki, Bonnou no Aki","Slice of Life, Comedy, School, Shoujo",6883,7268,40,38,95,162,190,138,38,15,12,,,
36630,Kimagure Mercy,Music,6409,11136,47,40,47,102,91,66,36,11,11,,,
36631,Pandora Voxx Complete,Music,11459,15279,6,6,8,9,10,4,4,3,1,,,
36632,Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,"Comedy, Ecchi, Romance",10683,1495,1293,878,2087,4521,6311,6303,5498,3807,3404,,,
36633,Date A Live III,"Sci-Fi, Harem, Comedy, Romance, Mecha, School",3087,658,10215,10251,22316,31262,16679,7928,3782,1671,785,,,
36636,Ankoku Cat VS,"Action, Comedy",13278,13710,6,Unknown,2,8,27,37,7,4,2,,,
36637,Akashic Re:cords,"Game, Fantasy",8622,2174,40,74,173,169,96,28,13,6,8,,,
36638,Tenkyuu no Arculs,"Fantasy, Game",12441,14734,5,Unknown,1,8,12,31,14,6,3,,,
36639,Shadowverse,"Fantasy, Game",10998,797,8,10,20,20,25,12,7,6,12,,,
36640,Mashiro Witch,"Game, Magic",14375,235,1,8,23,7,19,15,9,2,4,,,
36641,Grand Marche no Meikyuu,"Fantasy, Game",14189,15390,3,1,Unknown,9,19,21,5,2,5,,,
36642,Kakusansei Million Arthur,"Game, Music, Fantasy",11410,672,2,8,24,33,79,28,9,11,13,,,
36643,Kairisei Million Arthur,"Game, Music, Fantasy",11703,599,Unknown,4,25,35,59,28,7,5,14,,,
36644,Shaonian Jinyiwei,"Adventure, Mystery, Historical, Romance, Martial Arts, Shounen",11347,687,8,25,43,35,15,5,6,3,6,,,
36646,Daitai 3-pun de Wakaru .hack History,"Game, Comedy",10358,1048,12,18,50,79,62,21,12,8,9,,,
36649,Banana Fish,"Action, Adventure, Drama, Shoujo",121,323,48138,43637,41197,21802,8738,3938,1851,723,392,,,
36652,Piano no Mori (TV),"Adventure, Music, Comedy, Drama, School, Seinen",1622,82718,3980,8641,10167,4825,2161,889,330,142,129,,,
36653,Tsurune: Kazemai Koukou Kyuudoubu,"Sports, Drama, School",1566,87195,4884,10879,10114,4012,1517,421,162,53,67,,,
36654,Tsukumogami Kashimasu,"Slice of Life, Comedy, Historical, Demons, Supernatural",4317,13797,224,648,1287,911,540,205,91,36,34,,,
36655,Souten no Ken: Regenesis,"Action, Historical, Martial Arts",9170,4994,97,73,216,444,523,436,404,243,194,,,
36656,Stone Age Episode 0,"Fantasy, Kids",16434,118,Unknown,Unknown,1,1,4,3,1,Unknown,7,,,
36657,Stone Age,"Kids, Fantasy",12227,15317,6,1,1,3,5,9,7,3,1,,,
36661,Dahufa,"Action, Adventure, Fantasy",12082,510,20,19,37,28,13,5,2,1,3,,,
36662,Naki no Ryuu: Hiryuu no Shou (1991),"Drama, Game, Seinen",15746,14673,4,Unknown,Unknown,2,5,6,1,3,4,,,
36664,Matsumotokiyoshi x Osomatsu-san,Comedy,8984,9629,27,6,11,25,36,43,15,15,7,,,
36666,An Ling Yu Shi Di Qi,"Sci-Fi, Adventure, Kids",8091,11570,13,Unknown,8,34,20,28,9,5,1,,,
36667,Machibouke (2017),"Music, Kids",16083,133,Unknown,1,3,8,8,10,16,3,10,,,
36668,Senro wa Tsudzuku yo Dokomademo,"Kids, Music",15838,145,Unknown,1,1,4,11,11,15,5,8,,,
36669,Yadokari,Music,12940,15258,5,Unknown,Unknown,2,12,15,15,9,14,,,
36670,Hatoya,"Dementia, Music",14313,15057,4,1,Unknown,11,8,29,14,15,5,,,
36671,Hayashi-fusai,Music,14321,15756,5,Unknown,1,5,8,18,12,10,6,,,
36672,Wanna Be a Tuna,Music,9580,14792,8,1,3,12,17,25,19,11,3,,,
36673,Nakano Harada Kekkon Kyousoukyoku,Music,16064,135,Unknown,Unknown,1,3,9,11,15,3,8,,,
